property_id,city,locality,locality_tier,property_type,bhk,bathrooms,balconies,built_up_area,carpet_area,floor_number,total_floors,floor_category,facing,furnishing_status,property_age,parking_spaces,security_score,gym_available,swimming_pool,power_backup,lift_available,maintenance_fee_monthly,distance_to_city_center_km,distance_to_metro_km,nearby_schools,nearby_hospitals,transaction_type,price_in_lakhs,price_category
PROP-010811,Hyderabad,Kondapur,Standard,Independent House,4,3,3,2147,1761,11,12,High (10-19),South-West,Semi-Furnished,16,0,5.8,0,0,0,1,2826,18.3,0.7,3,3,Resale,166.41,Low
PROP-001269,Hyderabad,Banjara Hills,Premium,Independent House,3,4,1,1639,1350,0,5,Ground,North,Semi-Furnished,3,2,4.9,1,0,1,0,4204,8.0,2.9,3,2,Resale,191.68,High
PROP-006105,Mumbai,Bandra,Premium,Apartment,3,3,2,1354,1189,7,14,Mid (5-9),South-West,Unfurnished,1,3,5.4,0,0,1,1,2767,8.8,0.6,7,1,Resale,140.33,Low
PROP-044123,Mumbai,Powai,Standard,Studio,1,1,2,320,260,1,5,Low (1-4),North-West,Semi-Furnished,14,1,4.0,0,0,0,0,1987,12.6,0.8,2,2,Resale,20.68,Low
PROP-023447,Hyderabad,Banjara Hills,Premium,Villa,5,5,2,2771,2238,8,14,Mid (5-9),North,Semi-Furnished,7,2,7.3,1,1,1,1,6829,6.7,0.4,5,3,New,407.93,High
PROP-039231,Mumbai,Bandra,Premium,Apartment,3,4,1,1359,1115,3,10,Low (1-4),North,Semi-Furnished,2,2,7.2,0,1,1,1,4733,15.3,6.4,2,3,Resale,171.97,Low
PROP-043321,Delhi,Gurgaon DLF,Premium,Villa,3,3,2,1847,1562,1,10,Low (1-4),North-East,Semi-Furnished,1,1,10.0,1,1,0,0,6252,9.4,0.2,4,6,Resale,337.58,High
PROP-004720,Delhi,South Delhi,Premium,Row House,5,5,0,2120,1814,37,44,Top (20+),North,Semi-Furnished,4,3,6.7,0,1,1,1,5215,7.6,1.3,3,4,Resale,228.93,High
PROP-009353,Mumbai,Andheri,Standard,Penthouse,5,4,3,2600,2286,4,13,Low (1-4),North-East,Semi-Furnished,3,5,6.7,0,1,1,1,5494,11.5,0.9,3,2,Resale,332.66,High
PROP-033099,Hyderabad,Madhapur,Standard,Apartment,2,2,0,1053,894,3,12,Low (1-4),South-East,Semi-Furnished,3,1,4.5,0,0,1,1,2505,18.5,3.9,3,0,Resale,93.64,Low
PROP-021623,Bangalore,HSR Layout,Standard,Studio,1,1,0,470,392,5,6,Mid (5-9),South,Unfurnished,0,0,5.6,0,0,0,1,819,12.1,0.1,3,2,Resale,25.26,Low
PROP-001721,Mumbai,Bandra,Premium,Apartment,3,3,1,1258,1099,17,26,High (10-19),North-East,Semi-Furnished,3,2,7.1,1,0,1,1,4149,4.7,4.4,6,3,New,179.09,Low
PROP-049606,Delhi,Noida Extension,Affordable,Row House,5,5,3,2231,1948,5,14,Mid (5-9),North,Semi-Furnished,11,3,5.4,0,0,1,1,3203,19.6,3.5,1,3,Resale,105.63,Low
PROP-009298,Mumbai,Andheri,Standard,Studio,1,2,1,530,442,21,22,Top (20+),North,Unfurnished,1,1,5.8,0,0,1,1,2027,14.1,0.3,0,1,Resale,66.98,Low
PROP-010471,Delhi,South Delhi,Premium,Independent House,3,4,4,1650,1344,5,6,Mid (5-9),North-East,Unfurnished,7,0,4.8,1,1,1,1,6508,4.4,0.7,4,3,New,262.57,High
PROP-007643,Bangalore,Electronic City,Standard,Villa,4,4,1,2043,1698,5,7,Mid (5-9),North-East,Semi-Furnished,14,2,8.4,1,0,1,1,4749,19.0,1.0,8,4,New,181.86,Low
PROP-018394,Bangalore,Koramangala,Premium,Villa,5,6,1,2753,2231,3,4,Low (1-4),North,Fully Furnished,0,5,6.8,1,1,1,1,5817,6.7,1.9,4,4,New,414.97,High
PROP-049643,Delhi,Dwarka,Standard,Apartment,3,2,0,1239,1037,8,16,Mid (5-9),North,Unfurnished,0,5,3.9,0,0,0,1,1565,16.0,0.2,0,0,New,124.92,Low
PROP-035555,Bangalore,Electronic City,Standard,Apartment,2,2,1,752,618,12,19,High (10-19),East,Unfurnished,15,1,4.6,0,0,1,1,2080,10.4,1.1,0,0,Resale,49.78,Low
PROP-041089,Mumbai,Thane,Affordable,Villa,2,2,4,1349,1102,0,18,Ground,East,Unfurnished,6,0,5.8,1,1,1,0,5858,19.1,0.2,2,1,Resale,62.77,Low
PROP-011310,Delhi,Noida Sector 62,Standard,Apartment,2,3,1,935,785,15,17,High (10-19),South,Fully Furnished,5,0,4.7,1,0,1,1,3904,10.7,0.8,2,1,Resale,99.58,Low
PROP-037135,Bangalore,Indiranagar,Premium,Apartment,2,2,0,779,623,11,19,High (10-19),North-West,Semi-Furnished,8,2,6.8,0,0,1,1,1906,4.1,5.8,2,4,New,103.92,Low
PROP-040794,Delhi,Gurgaon DLF,Premium,Apartment,4,4,2,1891,1659,5,6,Mid (5-9),South-West,Fully Furnished,2,4,7.4,1,0,1,1,4454,9.3,2.1,5,2,New,276.08,High
PROP-000107,Hyderabad,Jubilee Hills,Premium,Villa,4,4,2,2250,1964,22,31,Top (20+),North,Unfurnished,13,2,6.7,1,1,1,1,7838,10.8,0.8,3,3,New,384.0,High
PROP-042209,Bangalore,Indiranagar,Premium,Independent House,3,4,0,1390,1177,19,22,High (10-19),South,Unfurnished,1,2,6.7,0,0,1,1,2655,7.9,5.0,3,4,New,181.93,Low
PROP-031119,Bangalore,Koramangala,Premium,Villa,5,5,2,2797,2262,2,3,Low (1-4),East,Unfurnished,2,4,6.7,1,1,1,1,7037,4.4,4.0,4,3,New,471.05,High
PROP-022576,Hyderabad,Jubilee Hills,Premium,Apartment,4,5,1,1703,1390,5,11,Mid (5-9),East,Semi-Furnished,0,1,6.3,1,0,1,1,3772,15.5,0.3,5,3,Resale,189.91,Low
PROP-044280,Mumbai,Thane,Affordable,Independent House,5,6,4,2559,2227,4,13,Low (1-4),South-West,Unfurnished,4,4,3.0,1,0,1,1,5257,18.2,1.1,1,1,Resale,127.64,Low
PROP-047083,Mumbai,Thane,Affordable,Villa,4,3,3,2362,2057,34,38,Top (20+),North-East,Fully Furnished,16,2,5.7,1,1,1,1,6419,19.1,0.1,2,1,New,98.37,Low
PROP-039334,Mumbai,Powai,Standard,Studio,1,2,0,300,249,2,5,Low (1-4),West,Fully Furnished,8,1,5.5,0,0,0,1,2225,12.9,1.8,2,2,New,22.54,Low
PROP-010706,Bangalore,Koramangala,Premium,Independent House,4,5,1,2248,1975,10,12,High (10-19),South,Unfurnished,1,1,6.3,1,0,0,1,4205,4.2,2.0,5,7,New,320.43,High
PROP-015788,Bangalore,Electronic City,Standard,Apartment,2,3,0,831,719,3,5,Low (1-4),South,Fully Furnished,5,1,5.2,0,0,0,1,2342,15.1,1.4,3,2,New,92.34,Low
PROP-037704,Hyderabad,Gachibowli,Standard,Studio,1,1,1,346,300,11,12,High (10-19),South-West,Semi-Furnished,1,2,6.1,0,0,1,1,1309,10.3,2.0,4,1,Resale,48.68,Low
PROP-043525,Delhi,Noida Sector 62,Standard,Apartment,4,4,4,1716,1504,15,19,High (10-19),North,Semi-Furnished,12,2,4.4,0,0,1,1,3031,10.6,1.7,3,1,Resale,175.61,Low
PROP-007313,Hyderabad,Jubilee Hills,Premium,Apartment,5,5,0,2370,1921,9,11,Mid (5-9),North-East,Semi-Furnished,11,3,8.8,1,0,1,1,5759,5.5,2.1,6,1,Resale,333.01,High
PROP-021947,Mumbai,Bandra,Premium,Row House,5,5,4,2226,1900,0,14,Ground,North-East,Semi-Furnished,0,0,6.1,0,1,1,0,5152,5.1,0.8,5,4,Resale,283.04,High
PROP-032688,Hyderabad,Jubilee Hills,Premium,Apartment,3,3,2,1325,1082,6,12,Mid (5-9),East,Unfurnished,2,5,7.0,0,1,0,1,4310,12.4,1.7,5,1,Resale,187.79,Low
PROP-038718,Bangalore,Electronic City,Standard,Apartment,2,3,0,1070,858,4,11,Low (1-4),North-East,Unfurnished,2,1,3.9,0,0,1,1,2155,17.1,2.2,0,2,Resale,53.28,Low
PROP-010572,Mumbai,Thane,Affordable,Studio,1,2,2,442,388,6,13,Mid (5-9),East,Unfurnished,2,2,3.5,0,0,1,1,2354,24.6,0.6,2,2,New,15.27,Low
PROP-043181,Bangalore,Indiranagar,Premium,Apartment,4,3,1,1795,1498,8,10,Mid (5-9),North,Unfurnished,10,3,6.9,1,1,0,1,6199,4.1,2.4,4,4,Resale,214.71,High
PROP-044678,Mumbai,Andheri,Standard,Villa,2,2,2,1284,1065,9,15,Mid (5-9),West,Unfurnished,0,2,6.4,0,0,0,1,2633,14.2,4.4,3,2,Resale,92.72,Low
PROP-024038,Hyderabad,Jubilee Hills,Premium,Apartment,4,5,1,2096,1718,19,24,High (10-19),South-East,Semi-Furnished,16,1,7.0,0,1,0,1,5454,12.2,0.3,3,3,Resale,310.35,High
PROP-013621,Hyderabad,Gachibowli,Standard,Villa,5,5,2,2449,2070,0,14,Ground,South,Unfurnished,16,5,10.0,0,0,1,0,2946,12.8,1.5,1,0,Resale,169.35,Low
PROP-005618,Mumbai,Bandra,Premium,Apartment,2,1,3,820,673,5,12,Mid (5-9),East,Unfurnished,4,0,6.4,1,0,1,1,3956,12.7,0.9,3,1,Resale,88.15,Low
PROP-033233,Bangalore,Electronic City,Standard,Apartment,2,2,1,878,711,5,11,Mid (5-9),South-East,Semi-Furnished,5,1,2.8,0,0,0,1,1976,10.8,3.3,2,2,New,51.44,Low
PROP-009796,Bangalore,Electronic City,Standard,Independent House,4,4,2,2249,1932,4,12,Low (1-4),South,Fully Furnished,0,1,5.3,0,0,0,1,2953,11.6,1.6,3,1,Resale,114.17,Low
PROP-011243,Delhi,Dwarka,Standard,Apartment,3,4,3,1256,1093,5,10,Mid (5-9),North-East,Fully Furnished,9,2,4.2,0,0,1,1,1214,16.1,2.0,1,1,Resale,106.1,Low
PROP-007272,Hyderabad,Kondapur,Standard,Row House,2,2,1,836,705,6,7,Mid (5-9),North,Unfurnished,1,3,2.5,0,0,0,1,2375,11.0,3.4,3,3,Resale,74.99,Low
PROP-011207,Mumbai,Andheri,Standard,Studio,1,1,0,396,347,10,18,High (10-19),North-East,Semi-Furnished,11,1,4.8,0,0,1,1,2141,12.2,1.4,2,1,New,27.8,Low
PROP-022262,Mumbai,Bandra,Premium,Independent House,2,1,2,1334,1169,12,19,High (10-19),West,Semi-Furnished,4,0,6.7,0,1,1,1,5305,5.8,4.7,3,1,Resale,153.96,Low
PROP-013380,Bangalore,HSR Layout,Standard,Studio,1,1,0,354,292,8,15,Mid (5-9),East,Semi-Furnished,4,0,5.6,1,0,1,1,4213,10.2,0.7,4,3,Resale,31.86,Low
PROP-035647,Mumbai,Powai,Standard,Apartment,4,4,2,1686,1358,5,8,Mid (5-9),South-East,Fully Furnished,2,1,5.2,0,0,1,1,4115,10.5,1.1,1,1,Resale,134.14,Low
PROP-010963,Hyderabad,Gachibowli,Standard,Villa,5,6,2,2507,2156,7,8,Mid (5-9),North,Semi-Furnished,14,4,6.7,1,0,1,1,4794,11.9,9.7,3,2,Resale,210.85,High
PROP-039368,Bangalore,Whitefield,Standard,Studio,1,1,0,314,262,11,12,High (10-19),North-East,Semi-Furnished,1,2,5.6,0,0,0,1,1221,11.0,1.9,3,2,Resale,32.41,Low
PROP-043275,Delhi,Dwarka,Standard,Row House,4,4,2,1907,1540,9,15,Mid (5-9),South-East,Unfurnished,1,2,4.4,1,0,0,1,5231,15.0,8.2,3,3,Resale,159.51,Low
PROP-004439,Delhi,Dwarka,Standard,Row House,4,4,1,1776,1430,1,2,Low (1-4),North,Unfurnished,0,3,4.5,0,0,1,0,3010,11.3,2.2,3,4,Resale,104.42,Low
PROP-035802,Bangalore,Koramangala,Premium,Apartment,3,3,1,1384,1137,8,9,Mid (5-9),South,Semi-Furnished,9,2,6.7,0,1,1,1,4964,9.8,0.5,4,5,Resale,163.68,Low
PROP-003359,Delhi,Noida Extension,Affordable,Studio,1,1,1,415,339,23,29,Top (20+),North,Unfurnished,1,3,8.1,0,0,1,1,2194,18.3,0.2,3,3,Resale,10.0,Low
PROP-008790,Hyderabad,Gachibowli,Standard,Independent House,4,4,0,1995,1681,19,24,High (10-19),South-East,Fully Furnished,7,0,4.6,0,0,0,1,3269,18.1,0.5,2,2,New,216.14,High
PROP-047611,Hyderabad,Banjara Hills,Premium,Apartment,4,4,2,1872,1587,4,12,Low (1-4),West,Unfurnished,0,0,5.9,0,0,1,1,2502,8.3,0.3,6,1,Resale,252.66,High
PROP-045246,Delhi,Dwarka,Standard,Villa,4,4,2,2214,1826,3,11,Low (1-4),East,Fully Furnished,13,0,5.1,1,1,1,1,6637,14.4,0.7,3,2,Resale,194.37,High
PROP-024463,Bangalore,Koramangala,Premium,Apartment,4,5,2,1901,1533,7,11,Mid (5-9),North-West,Unfurnished,5,1,8.2,0,1,1,1,4495,4.7,1.5,2,4,New,251.5,High
PROP-028157,Mumbai,Bandra,Premium,Apartment,4,5,3,1643,1431,15,20,High (10-19),West,Fully Furnished,0,1,6.0,0,1,1,1,4706,7.2,1.2,3,2,Resale,348.13,High
PROP-041028,Delhi,South Delhi,Premium,Villa,5,5,1,2747,2258,2,8,Low (1-4),South-East,Semi-Furnished,20,4,6.4,1,1,1,1,8183,10.4,0.2,1,1,Resale,358.63,High
PROP-047204,Delhi,Gurgaon DLF,Premium,Row House,5,6,1,2275,1851,14,20,High (10-19),East,Semi-Furnished,3,2,8.2,1,1,1,1,7413,7.0,5.0,5,4,Resale,326.25,High
PROP-005908,Bangalore,Koramangala,Premium,Studio,1,1,4,674,550,13,19,High (10-19),North,Unfurnished,1,1,4.2,0,1,0,1,4519,6.1,6.4,1,0,Resale,100.73,Low
PROP-013104,Bangalore,Whitefield,Standard,Studio,1,1,2,315,270,18,20,High (10-19),East,Fully Furnished,12,1,3.9,0,0,1,1,1787,12.2,0.8,3,2,Resale,10.0,Low
PROP-035649,Hyderabad,Banjara Hills,Premium,Apartment,3,4,0,1632,1435,4,8,Low (1-4),North-West,Unfurnished,1,5,6.0,0,1,1,1,3811,6.1,3.2,4,0,New,318.14,High
PROP-020739,Delhi,Dwarka,Standard,Apartment,2,2,3,756,608,19,20,High (10-19),East,Fully Furnished,4,1,5.1,0,0,1,1,1214,15.4,0.5,2,4,Resale,58.83,Low
PROP-036832,Mumbai,Andheri,Standard,Apartment,4,4,0,1971,1685,5,9,Mid (5-9),South-East,Unfurnished,5,0,6.8,0,0,0,1,3368,17.3,3.1,2,3,New,186.78,Low
PROP-045172,Bangalore,Indiranagar,Premium,Studio,1,2,2,458,393,7,13,Mid (5-9),South-East,Fully Furnished,19,0,5.5,1,1,1,1,4805,6.6,1.1,7,3,Resale,48.56,Low
PROP-016622,Delhi,Dwarka,Standard,Studio,1,1,2,562,454,18,19,High (10-19),North-West,Unfurnished,2,0,5.1,0,0,0,1,2554,11.8,3.1,1,2,Resale,41.94,Low
PROP-002427,Bangalore,HSR Layout,Standard,Apartment,3,3,1,1227,1063,26,32,Top (20+),South-West,Unfurnished,2,4,5.9,0,0,0,1,2718,11.1,1.2,1,1,New,149.5,Low
PROP-047289,Bangalore,Indiranagar,Premium,Apartment,2,3,1,801,648,8,11,Mid (5-9),East,Semi-Furnished,4,2,7.2,1,1,0,1,5023,7.5,2.4,5,2,Resale,130.78,Low
PROP-027201,Delhi,Dwarka,Standard,Villa,4,4,2,2202,1769,7,8,Mid (5-9),North-East,Semi-Furnished,7,2,7.4,1,1,0,1,7059,12.1,1.5,2,2,New,184.34,Low
PROP-002152,Bangalore,Electronic City,Standard,Apartment,3,4,1,1229,1012,3,10,Low (1-4),East,Fully Furnished,1,2,4.2,1,0,0,1,3150,10.5,1.0,2,3,New,153.41,Low
PROP-019429,Mumbai,Thane,Affordable,Apartment,5,5,3,2334,1985,2,3,Low (1-4),West,Fully Furnished,3,5,5.0,0,0,1,1,4404,19.7,0.1,4,2,Resale,194.66,High
PROP-037273,Hyderabad,Banjara Hills,Premium,Penthouse,5,5,2,2652,2233,9,15,Mid (5-9),West,Semi-Furnished,0,5,7.3,1,1,1,1,6720,5.7,0.2,3,3,Resale,381.58,High
PROP-035849,Mumbai,Bandra,Premium,Apartment,2,3,0,979,857,7,11,Mid (5-9),East,Fully Furnished,1,3,8.8,0,0,1,1,2385,6.9,0.3,5,3,Resale,197.05,High
PROP-028486,Delhi,South Delhi,Premium,Villa,5,5,2,2683,2309,8,10,Mid (5-9),South,Unfurnished,3,5,8.3,1,1,1,1,6735,5.3,1.2,4,2,Resale,315.68,High
PROP-000155,Hyderabad,Jubilee Hills,Premium,Row House,3,4,2,1312,1109,5,12,Mid (5-9),West,Unfurnished,2,2,5.6,0,1,1,1,4074,4.9,0.8,4,2,New,250.02,High
PROP-036438,Hyderabad,Jubilee Hills,Premium,Apartment,5,4,3,2089,1711,3,7,Low (1-4),South,Fully Furnished,2,3,6.6,1,0,1,1,3827,6.8,3.6,4,7,Resale,307.21,High
PROP-007908,Bangalore,Whitefield,Standard,Studio,1,2,2,558,490,0,4,Ground,South-West,Semi-Furnished,15,2,3.2,0,0,0,0,1724,10.3,0.3,5,3,Resale,30.54,Low
PROP-041660,Hyderabad,Kondapur,Standard,Studio,1,1,1,644,562,8,10,Mid (5-9),North,Semi-Furnished,1,3,4.0,0,0,0,1,1795,13.1,5.1,4,2,Resale,52.24,Low
PROP-003147,Delhi,Dwarka,Standard,Penthouse,5,5,1,2614,2228,32,33,Top (20+),South-West,Semi-Furnished,9,3,6.3,1,0,1,1,5414,14.1,0.5,2,1,Resale,286.93,High
PROP-027108,Delhi,Noida Sector 62,Standard,Independent House,5,5,3,2669,2333,14,21,High (10-19),South,Semi-Furnished,0,4,5.9,0,0,1,1,3728,14.5,3.9,0,2,Resale,299.7,High
PROP-045944,Hyderabad,Gachibowli,Standard,Apartment,2,1,1,898,764,26,27,Top (20+),North-East,Unfurnished,18,1,3.5,0,0,1,1,2336,10.2,1.7,3,2,Resale,58.6,Low
PROP-010429,Bangalore,Whitefield,Standard,Apartment,3,3,1,1423,1148,3,5,Low (1-4),South-East,Semi-Furnished,2,2,5.3,0,0,0,1,2384,10.4,1.6,4,1,New,142.48,Low
PROP-024023,Bangalore,Indiranagar,Premium,Penthouse,4,4,4,1865,1620,6,13,Mid (5-9),North,Semi-Furnished,6,2,9.0,0,1,1,1,5260,4.1,0.6,6,1,Resale,218.12,High
PROP-034272,Bangalore,Electronic City,Standard,Villa,5,5,0,2621,2129,4,6,Low (1-4),North,Semi-Furnished,14,2,8.8,0,1,0,1,6212,11.2,12.3,3,6,Resale,170.31,Low
PROP-021963,Mumbai,Powai,Standard,Apartment,3,3,1,1336,1115,4,13,Low (1-4),South,Unfurnished,11,1,6.5,1,0,0,1,4110,20.1,7.9,3,2,Resale,114.29,Low
PROP-010224,Mumbai,Bandra,Premium,Apartment,3,3,3,1276,1081,8,16,Mid (5-9),South-East,Fully Furnished,0,1,8.4,1,0,0,1,3139,7.3,0.8,6,3,Resale,147.05,Low
PROP-006652,Hyderabad,Jubilee Hills,Premium,Penthouse,4,4,2,2193,1891,6,8,Mid (5-9),North,Semi-Furnished,4,2,6.5,1,1,1,1,6395,4.2,10.1,4,6,Resale,295.11,High
PROP-036556,Bangalore,HSR Layout,Standard,Row House,4,3,2,2026,1652,0,9,Ground,North-West,Unfurnished,3,2,4.1,0,0,1,0,2738,14.8,0.2,2,4,Resale,146.53,Low
PROP-004340,Bangalore,Electronic City,Standard,Apartment,3,2,0,1468,1233,9,12,Mid (5-9),South,Fully Furnished,5,2,6.5,0,0,0,1,2663,11.3,3.3,1,1,Resale,151.31,Low
PROP-030421,Hyderabad,Banjara Hills,Premium,Penthouse,5,5,1,2500,2113,6,15,Mid (5-9),West,Fully Furnished,5,2,5.9,0,1,1,1,5882,5.4,5.0,3,3,New,455.74,High
PROP-044270,Delhi,South Delhi,Premium,Villa,3,3,1,1506,1259,8,9,Mid (5-9),East,Fully Furnished,1,4,7.4,1,1,1,1,6840,9.7,5.4,7,3,New,275.34,High
PROP-027523,Mumbai,Thane,Affordable,Apartment,4,4,3,1802,1515,5,7,Mid (5-9),North-East,Fully Furnished,1,2,6.2,0,0,1,1,2807,22.8,9.9,3,2,Resale,130.64,Low
PROP-011062,Hyderabad,Jubilee Hills,Premium,Apartment,3,3,2,1450,1196,4,13,Low (1-4),North,Unfurnished,3,2,5.2,1,0,1,1,3898,7.7,0.5,4,5,Resale,170.3,Low
PROP-007458,Delhi,Dwarka,Standard,Villa,3,4,0,1868,1554,32,37,Top (20+),South,Fully Furnished,16,2,7.7,1,1,1,1,6312,11.3,3.4,4,1,New,222.98,High
PROP-035567,Mumbai,Bandra,Premium,Apartment,2,2,1,828,727,9,17,Mid (5-9),West,Unfurnished,13,0,6.3,1,0,0,1,3629,4.4,3.0,2,4,Resale,73.16,Low
PROP-029179,Hyderabad,Madhapur,Standard,Independent House,2,3,0,1176,958,4,5,Low (1-4),East,Semi-Furnished,12,2,5.1,0,0,0,1,2844,12.3,2.1,2,2,Resale,119.72,Low
PROP-031796,Bangalore,Electronic City,Standard,Penthouse,4,4,4,2044,1668,26,27,Top (20+),North-East,Fully Furnished,10,4,5.3,0,0,0,1,3025,10.0,2.0,3,0,Resale,154.96,Low
PROP-003196,Bangalore,Indiranagar,Premium,Villa,4,5,2,2307,1901,10,16,High (10-19),East,Fully Furnished,0,5,8.3,1,1,1,1,7501,7.7,0.4,2,2,Resale,402.94,High
PROP-034186,Mumbai,Thane,Affordable,Row House,4,4,1,1902,1545,15,18,High (10-19),South-West,Semi-Furnished,1,1,6.8,0,0,0,1,2798,29.0,3.3,0,1,New,65.87,Low
PROP-032640,Bangalore,HSR Layout,Standard,Penthouse,3,4,1,1713,1460,2,7,Low (1-4),East,Semi-Furnished,0,2,5.5,1,0,1,1,3787,10.1,1.1,2,2,Resale,105.7,Low
PROP-040749,Bangalore,Whitefield,Standard,Apartment,2,1,1,1117,947,12,17,High (10-19),North-East,Unfurnished,2,0,5.6,0,0,0,1,2293,13.4,0.1,1,2,New,99.38,Low
PROP-016161,Mumbai,Thane,Affordable,Villa,3,3,1,1682,1474,3,5,Low (1-4),South,Unfurnished,31,2,9.3,1,0,1,1,4574,21.2,0.6,2,3,Resale,52.22,Low
PROP-011943,Hyderabad,Jubilee Hills,Premium,Apartment,4,4,1,1844,1544,0,3,Ground,West,Fully Furnished,0,0,5.1,1,0,1,0,3417,6.8,2.3,4,2,Resale,258.75,High
PROP-016542,Delhi,Noida Sector 62,Standard,Villa,4,5,2,2379,2044,4,7,Low (1-4),East,Semi-Furnished,7,1,5.9,1,1,1,1,6781,18.1,2.9,1,2,Resale,217.56,High
PROP-015177,Mumbai,Thane,Affordable,Apartment,3,3,1,1493,1221,5,9,Mid (5-9),South-East,Semi-Furnished,11,2,4.4,0,0,1,1,3520,26.1,0.4,5,1,New,52.56,Low
PROP-006934,Mumbai,Andheri,Standard,Apartment,3,2,2,1308,1147,16,17,High (10-19),North,Fully Furnished,6,2,3.8,0,0,1,1,2581,13.6,1.4,4,1,New,128.15,Low
PROP-007299,Mumbai,Powai,Standard,Apartment,2,2,0,944,770,16,23,High (10-19),West,Unfurnished,5,0,3.6,0,0,1,1,1990,10.1,1.3,2,1,Resale,35.63,Low
PROP-006574,Bangalore,Whitefield,Standard,Penthouse,5,6,0,2565,2165,3,4,Low (1-4),East,Unfurnished,9,5,5.1,1,0,1,1,4217,14.1,1.1,4,1,Resale,230.36,High
PROP-018303,Delhi,Noida Extension,Affordable,Apartment,2,2,2,956,832,6,11,Mid (5-9),North-West,Semi-Furnished,2,2,4.5,0,0,0,1,2759,22.2,7.3,3,3,New,55.5,Low
PROP-021733,Delhi,Gurgaon DLF,Premium,Villa,4,4,3,2152,1790,24,27,Top (20+),East,Semi-Furnished,15,3,8.0,0,1,1,1,4553,5.4,11.3,7,2,New,367.59,High
PROP-019058,Delhi,Dwarka,Standard,Apartment,4,3,4,1976,1703,4,10,Low (1-4),West,Fully Furnished,3,1,3.7,0,0,1,1,3264,13.0,1.4,0,3,New,170.5,Low
PROP-014373,Delhi,South Delhi,Premium,Studio,2,2,0,938,823,31,35,Top (20+),North,Semi-Furnished,13,1,7.5,1,1,1,1,6492,7.6,1.9,3,0,New,146.75,Low
PROP-008082,Delhi,South Delhi,Premium,Apartment,3,3,3,1402,1150,7,9,Mid (5-9),West,Fully Furnished,2,5,5.5,1,1,1,1,6477,12.9,6.8,5,6,New,231.7,High
PROP-031814,Bangalore,Indiranagar,Premium,Apartment,3,3,1,1250,1020,3,6,Low (1-4),East,Unfurnished,11,1,5.2,1,0,1,1,4096,4.2,2.3,3,4,New,156.64,Low
PROP-026480,Bangalore,Indiranagar,Premium,Independent House,5,5,4,2688,2340,0,18,Ground,South,Fully Furnished,5,3,6.4,1,1,1,0,7898,5.9,1.4,8,2,Resale,310.21,High
PROP-019207,Delhi,Dwarka,Standard,Row House,3,4,0,1432,1201,5,10,Mid (5-9),South-East,Semi-Furnished,2,1,4.7,0,0,0,1,1857,12.9,2.1,3,1,Resale,117.08,Low
PROP-020838,Hyderabad,Gachibowli,Standard,Apartment,2,1,4,855,745,15,16,High (10-19),West,Semi-Furnished,9,0,5.7,0,0,1,1,2492,11.1,1.7,4,3,New,63.81,Low
PROP-006879,Mumbai,Navi Mumbai,Affordable,Studio,2,2,1,857,711,17,19,High (10-19),North,Semi-Furnished,2,2,5.5,0,1,1,1,4707,20.3,1.3,0,0,Resale,52.99,Low
PROP-028341,Bangalore,Koramangala,Premium,Apartment,5,6,4,2253,1823,6,11,Mid (5-9),South-East,Unfurnished,2,5,5.3,1,0,1,1,4439,8.6,4.8,2,1,Resale,217.39,High
PROP-018644,Bangalore,Electronic City,Standard,Apartment,5,6,0,2338,1980,2,5,Low (1-4),North-West,Unfurnished,0,1,3.7,0,0,0,1,3264,11.9,5.5,1,2,Resale,172.36,Low
PROP-040893,Mumbai,Thane,Affordable,Apartment,4,5,1,1687,1416,0,3,Ground,East,Unfurnished,28,2,3.2,0,0,0,0,3501,18.7,1.6,3,0,Resale,77.49,Low
PROP-021907,Delhi,South Delhi,Premium,Apartment,2,2,0,1037,859,4,5,Low (1-4),East,Semi-Furnished,7,2,6.5,1,0,0,1,4643,4.5,0.9,6,2,New,151.1,Low
PROP-027814,Bangalore,Whitefield,Standard,Studio,1,2,2,367,312,0,4,Ground,South-West,Semi-Furnished,0,0,2.1,0,0,1,0,1243,10.4,1.9,0,0,New,49.65,Low
PROP-029696,Delhi,Gurgaon DLF,Premium,Independent House,3,3,1,1888,1525,18,21,High (10-19),North,Unfurnished,9,2,5.7,1,1,1,1,6143,19.0,3.2,3,2,New,306.97,High
PROP-020471,Mumbai,Powai,Standard,Apartment,5,5,4,2197,1776,7,12,Mid (5-9),South-West,Unfurnished,4,1,5.9,0,0,0,1,3045,11.4,2.6,1,2,New,198.09,High
PROP-016672,Hyderabad,Gachibowli,Standard,Apartment,2,2,2,984,860,4,9,Low (1-4),East,Semi-Furnished,10,0,5.6,0,0,1,1,2076,16.1,0.5,3,2,New,85.43,Low
PROP-005507,Delhi,Noida Extension,Affordable,Villa,4,4,0,2199,1905,4,7,Low (1-4),West,Unfurnished,2,1,8.4,1,0,0,1,4520,18.1,4.7,2,2,Resale,56.2,Low
PROP-046708,Delhi,Dwarka,Standard,Apartment,1,1,0,534,458,2,8,Low (1-4),North-East,Fully Furnished,17,0,4.5,0,0,1,1,1599,11.5,0.3,3,3,Resale,47.85,Low
PROP-032058,Bangalore,Whitefield,Standard,Independent House,5,5,4,2768,2244,6,7,Mid (5-9),North-West,Semi-Furnished,9,5,5.4,0,0,1,1,4004,13.3,0.6,4,3,Resale,151.89,Low
